loss_TE,neff_TE,V_anode
0.39516470141738497,(2.4998668697772484+1.1223173237212751e-08j),0.0
0.6581136984214868,(2.4998651686771227+1.8691254610228168e-08j),0.25
1.3080948074657157,(2.499862218830038+3.7151533480161975e-08j),0.5
74.86760374759882,(2.499776378255403+2.126333864589794e-06j),0.75
6957.220266916354,(2.4969177635035185+0.0001975937831111517j),1.0
22544.63118481936,(2.4924668227900444+0.0006402958069097543j),1.25
34087.1961940238,(2.4896234588064146+0.0009681191328177613j),1.5
